video_id,seat_id,is_error,run_length
video_0007_0_10_20251017111237_20251017112537,8,True,1
video_0007_0_10_20251017111237_20251017112537,8,True,1
video_0007_0_10_20251017111237_20251017112537,8,True,1
video_0007_0_10_20251017111237_20251017112537,8,True,2
video_0007_0_10_20251017111237_20251017112537,8,True,1
video_0007_0_10_20251017111237_20251017112537,8,True,3
video_0007_0_10_20251017111237_20251017112537,8,True,2
video_0007_0_10_20251017111237_20251017112537,8,True,2
video_0007_0_10_20251017111237_20251017112537,8,True,1
video_0007_0_10_20251017111237_20251017112537,8,True,1
video_0007_0_10_20251017111237_20251017112537,8,True,1
video_0009_0_10_20251017113819_20251017115031,0,True,1
video_0009_0_10_20251017113819_20251017115031,0,True,1
video_0009_0_10_20251017113819_20251017115031,0,True,4
video_0009_0_10_20251017113819_20251017115031,0,True,1
video_0009_0_10_20251017113819_20251017115031,0,True,1
video_0009_0_10_20251017113819_20251017115031,0,True,3
video_0009_0_10_20251017113819_20251017115031,0,True,1
video_0009_0_10_20251017113819_20251017115031,1,True,1
video_0009_0_10_20251017113819_20251017115031,1,True,1
video_0009_0_10_20251017113819_20251017115031,2,True,1
video_0009_0_10_20251017113819_20251017115031,2,True,1
video_0009_0_10_20251017113819_20251017115031,2,True,1
video_0009_0_10_20251017113819_20251017115031,2,True,1
video_0009_0_10_20251017113819_20251017115031,2,True,1
video_0009_0_10_20251017113819_20251017115031,2,True,2
video_0009_0_10_20251017113819_20251017115031,2,True,1
video_0009_0_10_20251017113819_20251017115031,2,True,1
video_0009_0_10_20251017113819_20251017115031,2,True,9
video_0009_0_10_20251017113819_20251017115031,2,True,1
video_0009_0_10_20251017113819_20251017115031,2,True,2
video_0009_0_10_20251017113819_20251017115031,2,True,1
video_0009_0_10_20251017113819_20251017115031,2,True,1
video_0009_0_10_20251017113819_20251017115031,2,True,2
video_0009_0_10_20251017113819_20251017115031,2,True,1
video_0009_0_10_20251017113819_20251017115031,2,True,1
video_0009_0_10_20251017113819_20251017115031,2,True,2
video_0009_0_10_20251017113819_20251017115031,2,True,2
video_0009_0_10_20251017113819_20251017115031,2,True,1
video_0009_0_10_20251017113819_20251017115031,2,True,1
video_0009_0_10_20251017113819_20251017115031,2,True,1
video_0009_0_10_20251017113819_20251017115031,2,True,1
video_0009_0_10_20251017113819_20251017115031,2,True,4
